ModuleName,Layer,TargetSkill,SecondarySkill,RouteConfidence,RouteReason,PrimaryAliases,ExcludeTerms,RelativeBuildCsPath
MikkTSpace,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,mikktspace|unreal|module|mikk,email|translation|copywriting,ThirdParty\MikkTSpace\MikkTSpace.build.cs
mimalloc,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,mimalloc|unreal|module,email|translation|copywriting,ThirdParty\mimalloc\mimalloc.Build.cs
mimalloc212,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,mimalloc212|unreal|module,email|translation|copywriting,ThirdParty\mimalloc\mimalloc212.Build.cs
MsQuic,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,msquic|unreal|module|quic,email|translation|copywriting,ThirdParty\MsQuic\MsQuic.Build.cs
nanoflann,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,nanoflann|unreal|module,email|translation|copywriting,ThirdParty\nanoflann\nanoflann.Build.cs
nanosvg,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,nanosvg|unreal|module,email|translation|copywriting,ThirdParty\nanosvg\nanosvg.Build.cs
nghttp2,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,nghttp2|unreal|module,email|translation|copywriting,ThirdParty\nghttp2\nghttp2.Build.cs
NVaftermath,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,nvaftermath|unreal|module,email|translation|copywriting,ThirdParty\NVIDIA\NVaftermath\NVaftermath.Build.cs
NVAPI,ThirdParty,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,nvapi|render|shader|rhi,email|translation|copywriting,ThirdParty\NVIDIA\nvapi\NVAPI.Build.cs
nvDecode,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,nvdecode|unreal|module|decode,email|translation|copywriting,ThirdParty\NVIDIA\nvDecode\nvDecode.Build.cs
nvEncode,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,nvencode|unreal|module|encode,email|translation|copywriting,ThirdParty\NVIDIA\nvEncode\nvEncode.Build.cs
NVML,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,nvml|unreal|module,email|translation|copywriting,ThirdParty\NVIDIA\NVML\NVML.build.cs
nvTessLib,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,nvtesslib|unreal|module|tess,email|translation|copywriting,ThirdParty\nvtesslib\nvTessLib.Build.cs
nvTextureTools,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,nvtexturetools|unreal|module|texture,email|translation|copywriting,ThirdParty\nvTextureTools\nvTextureTools.Build.cs
nvTriStrip,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,nvtristrip|unreal|module|tri,email|translation|copywriting,ThirdParty\nvTriStrip\nvTriStrip.Build.cs
oneAPILevelZero,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,oneapilevelzero|unreal|module|one,email|translation|copywriting,ThirdParty\Intel\oneAPILevelZero\oneAPILevelZero.Build.cs
OpenBLAS,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,openblas|unreal|module|open,email|translation|copywriting,ThirdParty\OpenBLAS\OpenBLAS.Build.cs
OpenColorIOLib,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,opencoloriolib|unreal|module|open,email|translation|copywriting,ThirdParty\OpenColorIO\OpenColorIOLib.Build.cs
OpenGL,ThirdParty,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,opengl|render|shader|rhi,email|translation|copywriting,ThirdParty\OpenGL\OpenGL.Build.cs
OpenSSL,ThirdParty,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,openssl|network|online|replication,email|translation|copywriting,ThirdParty\OpenSSL\OpenSSL.Build.cs
OpenSubdiv,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,opensubdiv|unreal|module|open,email|translation|copywriting,ThirdParty\OpenSubdiv\OpenSubdiv.Build.cs
OpenVDB,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,openvdb|unreal|module|open,email|translation|copywriting,ThirdParty\OpenVDB\OpenVDB.Build.cs
OpenXR,ThirdParty,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,openxr|xr|vr|ar,email|translation|copywriting,ThirdParty\OpenXR\OpenXR.Build.cs
Perforce,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,perforce|unreal|module,email|translation|copywriting,ThirdParty\Perforce\Perforce.Build.cs
PLCrashReporter,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,plcrashreporter|unreal|module|plcrash,email|translation|copywriting,ThirdParty\PLCrashReporter\PLCrashReporter.Build.cs
portmidi,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,portmidi|unreal|module,email|translation|copywriting,ThirdParty\portmidi\portmidi.Build.cs
ProResLib,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,proreslib|unreal|module|pro,email|translation|copywriting,ThirdParty\Apple\ProResLib\ProResLib.Build.cs
Protobuf,ThirdParty,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,protobuf|asset|cook|package,email|translation|copywriting,ThirdParty\Protobuf\Protobuf.Build.cs
pugixml,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,pugixml|unreal|module,email|translation|copywriting,ThirdParty\pugixml\pugixml.Build.cs
Python3,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,python3|unreal|module,email|translation|copywriting,ThirdParty\Python3\Python3.Build.cs
RapidJSON,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,rapidjson|unreal|module|rapid,email|translation|copywriting,ThirdParty\RapidJSON\RapidJSON.Build.cs
RenderDoc,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,renderdoc|unreal|module|render,email|translation|copywriting,ThirdParty\RenderDoc\RenderDoc.Build.cs
RivermaxLib,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,rivermaxlib|unreal|module|rivermax,email|translation|copywriting,ThirdParty\NVIDIA\Rivermax\RivermaxLib.build.cs
rpclib,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,rpclib|unreal|module,email|translation|copywriting,ThirdParty\rpclib\rpclib.Build.cs
SDL3,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,sdl3|unreal|module,email|translation|copywriting,ThirdParty\SDL3\SDL3.Build.cs
ShaderConductor,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,shaderconductor|unreal|module|shader,email|translation|copywriting,ThirdParty\ShaderConductor\ShaderConductor.Build.cs
simde,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,simde|unreal|module,email|translation|copywriting,ThirdParty\simde\simde.Build.cs
SnappyLib,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,snappylib|unreal|module|snappy,email|translation|copywriting,ThirdParty\HAPMedia\SnappyLib\SnappyLib.Build.cs
SoundTouchZ,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,soundtouchz|unreal|module|sound,email|translation|copywriting,ThirdParty\SoundTouchZ\SoundTouchZ.Build.cs
SpeedTree,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,speedtree|unreal|module|speed,email|translation|copywriting,ThirdParty\SpeedTree\SpeedTree.Build.cs
SPIRVReflect,ThirdParty,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,spirvreflect|render|shader|rhi,email|translation|copywriting,ThirdParty\SPIRV-Reflect\SPIRVReflect.Build.cs
stb_image_resize2,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,stb_image_resize2|unreal|module|stb,email|translation|copywriting,ThirdParty\stb_image_resize\stb_image_resize2.Build.cs
Steamworks,ThirdParty,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,steamworks|network|online|replication,email|translation|copywriting,ThirdParty\Steamworks\Steamworks.build.cs
SuperLuminal,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,superluminal|unreal|module|super,email|translation|copywriting,ThirdParty\SuperLuminal\SuperLuminal.Build.cs
Swift,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,swift|unreal|module,email|translation|copywriting,ThirdParty\Apple\Swift\Swift.Build.cs
TinyXML2,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,tinyxml2|unreal|module|tiny,email|translation|copywriting,ThirdParty\TinyXML2\TinyXML2.Build.cs
UElibJPG,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,uelibjpg|unreal|module|jpg,email|translation|copywriting,ThirdParty\libJPG\UElibJPG.Build.cs
UElibPNG,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,uelibpng|unreal|module|png,email|translation|copywriting,ThirdParty\libPNG\UElibPNG.Build.cs
UElibSampleRate,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,uelibsamplerate|unreal|module|sample,email|translation|copywriting,ThirdParty\libSampleRate\UElibSampleRate.Build.cs
UEOgg,ThirdParty,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,ueogg|audio|sound|metasound,email|translation|copywriting,ThirdParty\Ogg\UEOgg.Build.cs
UEOpenAPV,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,ueopenapv|unreal|module|apv,email|translation|copywriting,ThirdParty\OpenAPV\UEOpenAPV.Build.cs
UEOpenExr,ThirdParty,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,ueopenexr|asset|cook|package,email|translation|copywriting,ThirdParty\openexr\UEOpenExr.Build.cs
VHACD,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,vhacd|unreal|module,email|translation|copywriting,ThirdParty\VHACD\VHACD.Build.cs
VisualStudioDTE,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,visualstudiodte|unreal|module|visual,email|translation|copywriting,ThirdParty\Windows\VisualStudioDTE\VisualStudioDTE.Build.cs
VKQuality,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,vkquality|unreal|module,email|translation|copywriting,ThirdParty\vkquality\VKQuality.Build.cs
Vorbis,ThirdParty,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,vorbis|audio|sound|metasound,email|translation|copywriting,ThirdParty\Vorbis\Vorbis.Build.cs
VorbisFile,ThirdParty,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,vorbisfile|audio|sound|metasound,email|translation|copywriting,ThirdParty\Vorbis\VorbisFile.Build.cs
VSPerfExternalProfiler,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,vsperfexternalprofiler|unreal|module|vsperf,email|translation|copywriting,ThirdParty\VSPerfExternalProfiler\VSPerfExternalProfiler.Build.cs
Vulkan,ThirdParty,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,vulkan|render|shader|rhi,email|translation|copywriting,ThirdParty\Vulkan\Vulkan.Build.cs
WebRTC,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,webrtc|unreal|module|web,email|translation|copywriting,ThirdParty\WebRTC\WebRTC.Build.cs
WinHttp,ThirdParty,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,winhttp|network|online|replication,email|translation|copywriting,ThirdParty\WinHttp\WinHttp.Build.cs
WinPixEventRuntime,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,winpixeventruntime|unreal|module|pix,email|translation|copywriting,ThirdParty\Windows\PIX\WinPixEventRuntime.Build.cs
Wintab,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,wintab|unreal|module,email|translation|copywriting,ThirdParty\Wintab\Wintab.Build.cs
XAudio2_9,ThirdParty,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,xaudio2_9|audio|sound|metasound,email|translation|copywriting,ThirdParty\Windows\XAudio2_9\XAudio2_9.Build.cs
XCurl,ThirdParty,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,xcurl|network|online|replication,email|translation|copywriting,ThirdParty\Microsoft\XCurl\XCurl.build.cs
XInput,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,xinput|unreal|module,email|translation|copywriting,ThirdParty\Windows\XInput\XInput.Build.cs
XSAPI,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,xsapi|unreal|module,email|translation|copywriting,ThirdParty\Microsoft\XSAPI\XSAPI.build.cs
xxhash,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,xxhash|unreal|module,email|translation|copywriting,ThirdParty\xxhash\xxhash.Build.cs
zlib,ThirdParty,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,zlib|asset|cook|package,email|translation|copywriting,ThirdParty\zlib\zlib.Build.cs
